id,name,permalink,create_date,mrp,price,offer_price,discount,store_id,category_id,              data_source,ref_id,url,description,deal_notes,meta_title,meta_key,meta_des,brand,              size,size_unit,color,key_features,features,specifications,offers,in_stock,free_shipping,              shippingCharge,mm_average_rating,is_deal,is_coupon,start_date,end_date,coupon_code,              special_deal,upcoming_deal,show_as_banner,local_store_deal,localstore_deal_enabled,              featured,enabled,no_cashback,base_product,match_set,match_attempt,store_count,              display_order,last_update,deleted
"","JBL Flip 2 Bluetooth Mobile/Tablet Speaker New Black Edition","","24-05-2017 03:18","","7990","5999","-24%","","Speakers","tatacliq.com","","https://www.tatacliq.com/jbl-flip-2-portable-wireless-bluetooth-speaker-black/p-mp000000000234437","Are you planning to buy a speaker that is not just portable but will also deliver a superior sound quality? If yes, then opting for the JBL Flip II Bluetooth speaker will be the ideal choice for you. It is compatible with a wide range of mobile phones and tablets, which makes it a must-have. NFC Support. Bluetooth streaming. Frequency: 100-20000 Hz. 2-channel configuration","","","","JBL Flip 2 Bluetooth Mobile/Tablet Speaker New Black Edition","JBL","",           "","Black","","{u'Product Height (cm)': u'160', u'Wireless': u'Yes', u'Warranty Description': u'1 Year', u'Performance Features': u'One of the important aspects of this JBL speaker is that it comes with a built-in microphone.', u'Weight': u'725', u'Number of Speakers': u'1', u'In the Box': u'1 JBL Flip 2 portable stereo speaker, 1 x USB cable, Quick-start guide', u'Product Depth (cm)': u'65', u'Color Family': u'Black', u'Channels': u'2', u'Connectivity': u'Headphone Jack Aux in connector', u'Batteries': u'Lithium-ion Polymer', u'Warranty Summary': u'Manufacturer warranty', u'Unique Thing': u'Echo Cancellation', u'Product Width (cm)': u'0', u'Compatibility': u'Bluetooth enabled devices', u'Audio Features': u'Supports All Audio Format', u'Power Output': u'RMS 2 x 6 W (thd=10%)'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Asus ZenFone 3 Max 4G Dual Sim 32GB (Titanium Gray)","","24-05-2017 03:18","","18999","17999","-5%","","Mobile Phones","tatacliq.com","","https://www.tatacliq.com/asus-zenfone-3-max-4g-dual-sim-32gb-titanium-gray/p-mp000000000839694","The ASUS ZC553KL-4H080IN Smartphone runs on Android. It features a 16 MP camera that lets you capture high-quality images and record videos. You can store files and important data on its 32 GB memory. Furthermore, this titanium gray smartphone is powered by a reliable 1.4 GHz octa-core processor that takes care of all its processing needs. 3 GB RAM and 32 GB ROM(Expandable upto 128 GB). 5.5 inches, 1920 x 1080 pixels (FHD Display). 16 MP Rear & 8 MP Front Camera. 4100 mAh (Upto 3hrs of talktime)","","","","Asus ZenFone 3 Max 4G Dual Sim 32GB (Titanium Gray)","Asus","",           "","Grey","","{u'Warranty Description': u'1 Year', u'Performance Features': u'64-bit Qualcomm Snapdragon Octa-Core 430 1.4GHz Processor', u'Flash': u'Dual LED Flash', u'In the Box': u'ZenFone 3 Max, ASUS ZenEar with Mic, OTG Cable, Ejector Pin, USB Power Adapter, User Guide, Warranty Card', u'Memory': u'-', u'Product Width (cm)': u'7.6', u'Camera Features': u'Autofocus, Panorama', u'Display Features': u'1920 x 1080 pixels IPS FHD Display', u'Product Height (cm)': u'15.1', u'Operating System': u'Android v6.0 (Marshmallow)', u'RAM': u'3 GB', u'Color Family': u'Grey', u'Warranty Summary': u'Manufacturer Warranty', u'Connectivity': u'4G', u'Screen Size (cm)': u'13.97 cm', u'Additional Features': u'Dual microphone with noise cancellation', u'Sim Size': u'Micro and Nano', u'SIM Type': u'Dual Sim', u'Video Recording': u'HD 1080p@30FPS', u'Operating Frequency': u'GSM - 850/900/1800/1900 MHz', u'Connectivity Features': u'USB, 3.5mm Audio Jack', u'Processor': u'64-bit Octa Core Qualcomm', u'Weight': u'175', u'Front Camera': u'8 MP', u'Primary Camera': u'16 MP', u'Product Depth (cm)': u'0.83'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Team Red Stance Skin for Dell Inspiron 14 (3000)","","24-05-2017 03:18","","799","799","","","Computer Parts","tatacliq.com","","https://www.tatacliq.com/macmerise-team-red-stance-skin-for-dell-inspiron-14-3000/p-mp000000000215102","The Macmerise DES143MM0308 Team Red Stance Skin for your Dell Inspiron 14 laptop is made with patented air release technology that keeps it free from bubbles and wrinkles. Featuring a razor sharp colour print, this thin vinyl skin makes your device stand out. This easy-to-remove skin covers the back of your laptop screen completely and leaves no residue on removal. Suitable for Dell Inspiron 14 - 3000 Series. Zero residue on removal. Razor Sharp Color Print Technology. Ultra Vivid","","","","Macmerise Team Red Stance Skin for Dell Inspiron 14 (3000)","Macmerise","",           "","Red","","{u'Product Height (cm)': u'0', u'Warranty Description': u'1 Year', u'Performance Features': u'Skins are made from a patented air release technology material that eliminates air bubbles', u'Operating System': u'-', u'Color Family': u'Red', u'Warranty Summary': u'Manufacturer Warranty', u'Product Width (cm)': u'0', u'Product Depth (cm)': u'0', u'Additional Features': u'Bubble free application', u'Type': u'Laptop Skin'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Amzer Hybrid Warrior Case for Microsoft Lumia 650 (Black)","","24-05-2017 03:18","","599","479","-20%","","Accessories","tatacliq.com","","https://www.tatacliq.com/amzer-hybrid-warrior-case-for-microsoft-lumia-650-black/p-mp000000000243901","The Amzer AMZ98260 Hybrid Warrior Case for Microsoft Lumia 650 comes with an outer rubberized polycarbonate layer and interior TPU layer to offer complete protection from external damages. Its military-inspired moulded grenade design lends a sturdy and rugged look. Equipped with the dual-layer technology, this phone case offers durability. This stylish case features a collapsible stand for movie viewing and video calling. Compatible with Microsoft Lumia 650. Molded grenade design. Dual layer technology. Interior TPU layer","","","","Amzer Hybrid Warrior Case for Microsoft Lumia 650 (Black)","AMZER","",           "","Black","","{u'Product Height (cm)': u'14.2', u'Warranty Description': u'1 Year', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Back Case', u'Color Family': u'Black', u'Warranty Summary': u'Manufacturer Warranty', u'Product Width (cm)': u'7.09', u'Product Depth (cm)': u'0.69'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Man vs Machine Skin for 17 Generic Laptops","","24-05-2017 03:18","","799","799","","","Computer Parts","tatacliq.com","","https://www.tatacliq.com/macmerise-man-vs-machine-skin-for-17-generic-laptops/p-mp000000000214975","The Macmerise GNSL17MM0272 Man vs Machine Skin for your Generic 17-inch laptop is made with patented air release technology that keeps it free from bubbles and wrinkles. Featuring a razor sharp colour print, this thin vinyl skin makes your device stand out. This easy-to-remove skin covers the back of your laptop screen completely and leaves no residue on removal. Suitable for Generic 17 Laptops. Zero residue on removal. Razor Sharp Color Print Technology. Ultra Vivid","","","","Macmerise Man vs Machine Skin for 17' Generic Laptops","Macmerise","",           "","Red","","{u'Product Height (cm)': u'25.1', u'Warranty Description': u'1 Year', u'Performance Features': u'Skins are made from a patented air release technology material that eliminates air bubbles', u'Operating System': u'-', u'Color Family': u'Red', u'Warranty Summary': u'Manufacturer Warranty', u'Product Width (cm)': u'38.6', u'Product Depth (cm)': u'0', u'Additional Features': u'Bubble free application', u'Type': u'Laptop Skin'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Team Red Black Panther Moto X Play Sublime Case","","24-05-2017 03:18","","599","499","-16%","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-team-red-black-panther-moto-x-play-sublime-case/p-mp000000000215040","The Macmerise MOCXPSMM0590 Team Red Black Panther Case protects your Moto X Play from daily wear and tear and gives easy access to all media ports. This snap-on case has a hard shell construction for durability. Its anti-slip grip prevents slippage and ensures complete safety of your smartphone. Made with advanced trans-mat thermal transfer technology, this stylish case has razor-sharp prints that exude superior colour. Hard Shell Construction. Snap on Case. Razor Sharp Color Print Technology. Anti Slip Grip","","","","Macmerise Team Red Black Panther Moto X Play Sublime Case","Macmerise","",           "","Black","","{u'Product Height (cm)': u'14.8', u'Warranty Description': u'-', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Back Case', u'Color Family': u'Black', u'Warranty Summary': u'1 Year Manufacturer Warranty', u'Unique Thing': u'for Moto X Play', u'Product Width (cm)': u'7.49', u'Product Depth (cm)': u'1.09'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Good vs Right Skin for 12 Generic Laptops","","24-05-2017 03:18","","799","799","","","Computer Parts","tatacliq.com","","https://www.tatacliq.com/macmerise-good-vs-right-skin-for-12-generic-laptops/p-mp000000000215113","The Macmerise GNSL12MM0242 Good vs Right Skin for your Generic 12-inch laptop is made with patented air release technology that keeps it free from bubbles and wrinkles. Featuring a razor sharp colour print, this thin vinyl skin makes your device stand out. This easy-to-remove skin covers the back of your laptop screen completely and leaves no residue on removal. Suitable for Generic 12 Laptop. Zero residue on removal. Razor Sharp Color Print Technology. Ultra Vivid","","","","Macmerise Good vs Right Skin for 12' Generic Laptops","Macmerise","",           "","Grey","","{u'Product Height (cm)': u'21.1', u'Warranty Description': u'1 Year', u'Performance Features': u'Skins are made from a patented air release technology material that eliminates air bubbles', u'Operating System': u'-', u'Color Family': u'Grey', u'Warranty Summary': u'Manufacturer Warranty', u'Product Width (cm)': u'26.9', u'Product Depth (cm)': u'0', u'Additional Features': u'Bubble free application', u'Type': u'Laptop Skin'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Crossbones Fury Sublime Case for iPhone 5C","","24-05-2017 03:18","","899","899","","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-crossbones-fury-sublime-case-for-iphone-5c/p-mp000000000215484","The Macmerise IPC5CSMM0398 Crossbones Fury Case protects your iPhone 5C from daily wear and tear and gives easy access to all media ports. This snap-on case has a hard shell construction for durability. Its anti-slip grip prevents slippage and ensures complete safety of your smartphone. Made with advanced trans-mat thermal transfer technology, this stylish case has razor-sharp prints that exude superior colour. Hard Shell Construction. Snap on Case. Razor Sharp Color Print Technology. Anti Slip Grip","","","","Macmerise Crossbones Fury Sublime Case for iPhone 5C","Macmerise","",           "","Black","","{u'Product Height (cm)': u'12.44', u'Warranty Description': u'-', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Back Case', u'Color Family': u'Black', u'Warranty Summary': u'1 Year Manufacturer Warranty', u'Unique Thing': u'for iPhone 5C', u'Product Width (cm)': u'5.91', u'Product Depth (cm)': u'0.88'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Torn Apart Pro Case for Samsung S6 Edge","","24-05-2017 03:18","","899","899","","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-torn-apart-pro-case-for-samsung-s6-edge/p-mp000000000215433","The Macmerise SMC6EPMM0632 Torn Apart Case protects your Samsung S6 Edge from daily wear and tear and gives easy access to all media ports. This snap-on case has a hard shell construction for durability. Its anti-slip grip prevents slippage and ensures complete safety of your smartphone. Made with advanced trans-mat thermal transfer technology, this stylish case has razor-sharp prints that exude superior colour. Hard Shell Construction. Snap on Case. Razor Sharp Color Print Technology. Anti Slip Grip","","","","Macmerise Torn Apart Pro Case for Samsung S6 Edge","Macmerise","",           "","Multi","","{u'Product Height (cm)': u'14.19', u'Warranty Description': u'-', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Back Case', u'Color Family': u'Multi', u'Warranty Summary': u'1 Year Manufacturer Warranty', u'Unique Thing': u'for Samsung S6 Edge', u'Product Width (cm)': u'7.01', u'Product Depth (cm)': u'0.71'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Typewriter Diaries Sublime Case for Xiaomi Mi5","","24-05-2017 03:18","","599","499","-16%","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-xacm5std0038-typewriter-diaries-sublime-case-for-xiaomi-mi5/p-mp000000000258255","Complement your Xiaomi Mi5 with the stylish and captivating graphics of the Macmerise XACM5STD0038 Sublime Case. This phone case uses sublimation transfer method to make the prints durable and fade-proof. It ensures a good grip and smooth feel. This hardshell polycarbonate case protects your Xiaomi Mi5 and makes it fit for daily use. Its matte finish lends an elegant look to your device. Made by Sublimation Transfer Method. Hard Shell Polycarbonate Case. Suitable for Xiaomi Mi 5. Offers Solid Grip and Matte Finish","","","","Macmerise Typewriter Diaries Sublime Case for Xiaomi Mi5","Macmerise","",           "","Multi","","{u'Product Height (cm)': u'15.9', u'Warranty Description': u'1 Year', u'Weight': u'100', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Back Case', u'Color Family': u'Multi', u'Warranty Summary': u'Manufacturer Warranty', u'Unique Thing': u'Fade-Proof Print', u'Product Width (cm)': u'8.4', u'Product Depth (cm)': u'1'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Deadpool Stance Sublime Case for Samsung J7","","24-05-2017 03:18","","599","499","-16%","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-deadpool-stance-sublime-case-for-samsung-j7/p-mp000000000093244","The Macmerise SMCJ7SMM0296 Sublime Case for Samsung J7 features attractive graphics to complement your smartphone. Created with sublimation transfer method, the razor-sharp prints are fade-resistant. This hardshell polycarbonate Samsung J7 case aptly protects your smartphone from the back and lets you access its ports without any hassles. It lends a solid grip and smooth feel to your device. Suitable for Samsung J7. Case with High Intensity Graphical Prints. Offers Solid Grip & Provides Smooth Touch. Matte Finish Gives Premium Look and Design","","","","Macmerise Deadpool Stance Sublime Case for Samsung J7","Macmerise","",           "","Multi","","{u'Product Height (cm)': u'15.4', u'Warranty Description': u'-', u'Weight': u'100', u'Case Or Cover': u'Back Case', u'In the Box': u'Main Unit', u'Color Family': u'Multi', u'Warranty Summary': u'1 Year Manufacturer Warranty', u'Product Width (cm)': u'8', u'Product Depth (cm)': u'0.6'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Rock n Roll Sublime Case for HTC Desire 826","","24-05-2017 03:18","","599","499","-16%","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-rock-n-roll-sublime-case-for-htc-desire-826/p-mp000000000806260","The Macmerise HTC26SMI0356 Rock n Roll Sublime Case protects your HTC Desire 826 from daily wear and tear and gives easy access to all media ports. This snap-on case has a hard shell construction for durability. Its anti-slip grip prevents slippage and ensures complete safety of your smartphone. Made with advanced trans-mat thermal transfer technology, this stylish case has razor-sharp prints that exude superior colour. Compatible with HTC Desire 826. Made with Sublimation Transfer Method. Hard Shell Polycarbonate Construction. Matte Finish Gives a Premium Look","","","","Macmerise Rock n Roll Sublime Case for HTC Desire 826","Macmerise","",           "","Multi","","{u'Product Height (cm)': u'0', u'Warranty Description': u'1 Year', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Case', u'In the Box': u'Macmerise Rock n Roll Sublime Case for HTC Desire 826', u'Color Family': u'Multi', u'Warranty Summary': u'Manufacturer Warranty', u'Product Width (cm)': u'0', u'Product Depth (cm)': u'0'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Star wars mashup Sublime Case for HTC Desire 820","","24-05-2017 03:18","","599","499","-16%","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-star-wars-mashup-sublime-case-for-htc-desire-820/p-mp000000000806858","The Macmerise HTC82SSW0020 Star wars mashup Sublime Case protects your HTC Desire 820 from daily wear and tear and gives easy access to all media ports. This snap-on case has a hard shell construction for durability. Its anti-slip grip prevents slippage and ensures complete safety of your smartphone. Made with advanced trans-mat thermal transfer technology, this stylish case has razor-sharp prints that exude superior colour. Compatible with HTC Desire 820. Made with Sublimation Transfer Method. Hard Shell Polycarbonate Construction. Matte Finish Gives a Premium Look","","","","Macmerise Star wars mashup Sublime Case for HTC Desire 820","Macmerise","",           "","Multi","","{u'Product Height (cm)': u'0', u'Warranty Description': u'1 Year', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Case', u'In the Box': u'Macmerise Star wars mashup Sublime Case for HTC Desire 820', u'Color Family': u'Multi', u'Warranty Summary': u'Manufacturer Warranty', u'Product Width (cm)': u'0', u'Product Depth (cm)': u'0'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Kiss me quick Sublime Case for HTC One M8","","24-05-2017 03:18","","599","499","-16%","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-kiss-me-quick-sublime-case-for-htc-one-m8/p-mp000000000805648","The Macmerise HTCM8SDD0134 Kiss me quick Sublime Case protects your HTC One M8 from daily wear and tear and gives easy access to all media ports. This snap-on case has a hard shell construction for durability. Its anti-slip grip prevents slippage and ensures complete safety of your smartphone. Made with advanced trans-mat thermal transfer technology, this stylish case has razor-sharp prints that exude superior colour. Compatible with HTC One M8. Made with Sublimation Transfer Method. Hard Shell Polycarbonate Construction. Matte Finish Gives a Premium Look","","","","Macmerise Kiss me quick Sublime Case for HTC One M8","Macmerise","",           "","Multi","","{u'Product Height (cm)': u'0', u'Warranty Description': u'1 Year', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Case', u'In the Box': u'Macmerise Kiss me quick Sublime Case for HTC One M8', u'Color Family': u'Multi', u'Warranty Summary': u'Manufacturer Warranty', u'Product Width (cm)': u'0', u'Product Depth (cm)': u'0'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Team Red Vision Sublime Case for Xiaomi Mi5","","24-05-2017 03:18","","599","499","-16%","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-xacm5smm0608-team-red-vision-sublime-case-for-xiaomi-mi5/p-mp000000000258502","Complement your Xiaomi Mi5 with the stylish and captivating graphics of the Macmerise XACM5SMM0608 Sublime Case. This phone case uses sublimation transfer method to make the prints durable and fade-proof. It ensures a good grip and smooth feel. This hardshell polycarbonate case protects your Xiaomi Mi5 and makes it fit for daily use. Its matte finish lends an elegant look to your device. Made by Sublimation Transfer Method. Hard Shell Polycarbonate Case. Suitable for Xiaomi Mi 5. Offers Solid Grip and Matte Finish","","","","Macmerise Team Red Vision Sublime Case for Xiaomi Mi5","Macmerise","",           "","Multi","","{u'Product Height (cm)': u'15.9', u'Warranty Description': u'1 Year', u'Weight': u'100', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Back Case', u'Color Family': u'Multi', u'Warranty Summary': u'Manufacturer Warranty', u'Unique Thing': u'Fade-Proof Print', u'Product Width (cm)': u'8.4', u'Product Depth (cm)': u'1'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Elsa Sublime Case for Xiaomi Redmi Note 3","","24-05-2017 03:18","","599","499","-16%","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-xacn3sdd0026-elsa-sublime-case-for-xiaomi-redmi-note-3/p-mp000000000258960","Complement your Xiaomi Redmi Note 3 with the stylish and captivating graphics of the Macmerise XACM5SDD0020 Sublime Case. This phone case uses sublimation transfer method to make the prints durable and fade-proof. It ensures a good grip and smooth feel. This hardshell polycarbonate case protects your Xiaomi Redmi Note 3 and makes it fit for daily use. Its matte finish lends an elegant look to your device. Made by Sublimation Transfer Method. Hard Shell Polycarbonate Case. Suitable for Xiaomi Redmi Note 3. Offers Solid Grip and Matte Finish","","","","Macmerise Elsa Sublime Case for Xiaomi Redmi Note 3","Macmerise","",           "","Blue","","{u'Product Height (cm)': u'15.9', u'Warranty Description': u'1 Year', u'Weight': u'100', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Back Case', u'Color Family': u'Blue', u'Warranty Summary': u'Manufacturer Warranty', u'Unique Thing': u'Fade-Proof Print', u'Product Width (cm)': u'8.4', u'Product Depth (cm)': u'1'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise The Epic Trio Sublime Case for HTC Desire 826","","24-05-2017 03:18","","599","499","-16%","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-the-epic-trio-sublime-case-for-htc-desire-826/p-mp000000000805641","The Macmerise HTC26SBS0128 The Epic Trio Sublime Case protects your HTC Desire 826 from daily wear and tear and gives easy access to all media ports. This snap-on case has a hard shell construction for durability. Its anti-slip grip prevents slippage and ensures complete safety of your smartphone. Made with advanced trans-mat thermal transfer technology, this stylish case has razor-sharp prints that exude superior colour. Compatible with HTC Desire 826. Made with Sublimation Transfer Method. Hard Shell Polycarbonate Construction. Matte Finish Gives a Premium Look","","","","Macmerise The Epic Trio Sublime Case for HTC Desire 826","Macmerise","",           "","Multi","","{u'Product Height (cm)': u'0', u'Warranty Description': u'1 Year', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Case', u'In the Box': u'Macmerise The Epic Trio Sublime Case for HTC Desire 826', u'Color Family': u'Multi', u'Warranty Summary': u'Manufacturer Warranty', u'Product Width (cm)': u'0', u'Product Depth (cm)': u'0'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Criss Cross Pro Case for iPhone 5/5S (Grey)","","24-05-2017 03:18","","899","899","","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-criss-cross-grey-pro-case-for-iphone-5-5s/p-mp000000000093622","Made with trans-mat thermal transfer technology, the Macmerise IPC5SPMI0746 Pro Case for iPhone 5/5s features razor-sharp prints that are stylish and durable. Its captivating graphics in matte finish add a distinctive appeal to your device. Built with a high-quality hardshell exterior, this iPhone 5/5S protects your smartphone against daily use and ensures a smooth yet steady grip. Suitable for iPhone 5/5S. Razor Sharp Prints for Ultra-Superior Quality. Hard Shell Construction with Anti Slip Grip. Exemplifies Sheer class and Elegance","","","","Macmerise Criss Cross Pro Case for iPhone 5/5S (Grey)","Macmerise","",           "","Multi","","{u'Product Height (cm)': u'12.7', u'Warranty Description': u'-', u'Weight': u'100', u'Case Or Cover': u'Back Case', u'In the Box': u'Main Unit', u'Color Family': u'Multi', u'Warranty Summary': u'1 Year Manufacturer Warranty', u'Product Width (cm)': u'6.1', u'Product Depth (cm)': u'0.9'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Valar Morghulis Sublime Case for Samsung J7","","24-05-2017 03:18","","599","499","-16%","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-valar-morghulis-sublime-case-for-samsung-j7/p-mp000000000093461","The Macmerise SMCJ7SMI0638 Sublime Case for Samsung J7 features attractive graphics to complement your smartphone. Created with sublimation transfer method, the razor-sharp prints are fade-resistant. This hardshell polycarbonate Samsung J7 case aptly protects your smartphone from the back and lets you access its ports without any hassles. It lends a solid grip and smooth feel to your device. Suitable for Samsung J7. Case with High Intensity Graphical Prints. Offers Solid Grip & Provides Smooth Touch. Matte Finish Gives Premium Look and Design","","","","Macmerise Valar Morghulis Sublime Case for Samsung J7","Macmerise","",           "","Multi","","{u'Product Height (cm)': u'14.9', u'Warranty Description': u'-', u'Weight': u'100', u'Case Or Cover': u'Back Case', u'In the Box': u'Main Unit', u'Color Family': u'Multi', u'Warranty Summary': u'1 Year Manufacturer Warranty', u'Product Width (cm)': u'8', u'Product Depth (cm)': u'0.9'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Vader Stamp Sublime Case for Xiaomi Mi5","","24-05-2017 03:18","","599","499","-16%","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-xacm5ssw0038-vader-stamp-sublime-case-for-xiaomi-mi5/p-mp000000000258251","Complement your Xiaomi Mi5 with the stylish and captivating graphics of the Macmerise XACM5SSW0038 Sublime Case. This phone case uses sublimation transfer method to make the prints durable and fade-proof. It ensures a good grip and smooth feel. This hardshell polycarbonate case protects your Xiaomi Mi5 and makes it fit for daily use. Its matte finish lends an elegant look to your device. Made by Sublimation Transfer Method. Hard Shell Polycarbonate Case. Suitable for Xiaomi Mi 5. Offers Solid Grip and Matte Finish","","","","Macmerise Vader Stamp Sublime Case for Xiaomi Mi5","Macmerise","",           "","Multi","","{u'Product Height (cm)': u'15.9', u'Warranty Description': u'1 Year', u'Weight': u'100', u'Suitable for': u'Smart phone make and model', u'Case Or Cover': u'Back Case', u'Color Family': u'Multi', u'Warranty Summary': u'Manufacturer Warranty', u'Unique Thing': u'Fade-Proof Print', u'Product Width (cm)': u'8.4', u'Product Depth (cm)': u'1'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Illustrated Iniesta Sublime Case for Moto G3","","24-05-2017 03:18","","599","499","-16%","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-illustrated-iniesta-sublime-case-for-moto-g3/p-mp000000000093683","Complement your Moto G3 with the stylish and captivating graphics of the Macmerise MOCG3SBA0152 Sublime Case. This phone case uses sublimation transfer method to make the prints durable and fade-proof. It ensures a good grip and smooth feel. This hardshell polycarbonate case protects your sleek Moto G3 and makes it fit for daily use. Its matte finish lends an elegant look to your device. Suitable for Moto G3. Case with High Intensity Graphical Prints. Offers Solid Grip & Provides Smooth Touch. Matte Finish Gives Premium Look and Design","","","","Macmerise Illustrated Iniesta Sublime Case for Moto G3","Macmerise","",           "","Multi","","{u'Product Height (cm)': u'14.1', u'Warranty Description': u'-', u'Weight': u'100', u'Case Or Cover': u'Back Case', u'In the Box': u'Main Unit', u'Color Family': u'Multi', u'Warranty Summary': u'1 Year Manufacturer Warranty', u'Product Width (cm)': u'7.5', u'Product Depth (cm)': u'1'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise Miss Diva Sublime Case for Moto X Play","","24-05-2017 03:18","","599","499","-16%","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-miss-diva-sublime-case-for-moto-x-play/p-mp000000000093457","Made with sublimation transfer method, the Macmerise MOCXPSMI0218 Sublime Case for Moto X Play features solid and durable graphics. Its attractive prints and matte finish complement your stylish phone. Featuring a hardshell polycarbonate construction, this soft-to-touch Moto X Play case aptly covers and protects your device from the back. It enables you to conveniently access your smartphone's camera and built-in ports. Suitable for Moto X Play. Case with High Intensity Graphical Prints. Offers Solid Grip & Provides Smooth Touch. Matte Finish Gives Premium Look and Design","","","","Macmerise Miss Diva Sublime Case for Moto X Play","Macmerise","",           "","Multi","","{u'Product Height (cm)': u'15.1', u'Warranty Description': u'-', u'Weight': u'100', u'Case Or Cover': u'Back Case', u'In the Box': u'Main Unit', u'Color Family': u'Multi', u'Warranty Summary': u'1 Year Manufacturer Warranty', u'Product Width (cm)': u'8', u'Product Depth (cm)': u'0.8'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
"","Macmerise FCB Celebration Sublime Case for Moto G3","","24-05-2017 03:18","","599","499","-16%","","Accessories","tatacliq.com","","https://www.tatacliq.com/macmerise-fcb-celebration-sublime-case-for-moto-g3/p-mp000000000093708","Complement your Moto G3 with the stylish and captivating graphics of the Macmerise MOCG3SBA0080 Sublime Case. This phone case uses sublimation transfer method to make the prints durable and fade-proof. It ensures a good grip and smooth feel. This hardshell polycarbonate case protects your sleek Moto G3 and makes it fit for daily use. Its matte finish lends an elegant look to your device. Suitable for Moto G3. Case with High Intensity Graphical Prints. Offers Solid Grip & Provides Smooth Touch. Matte Finish Gives Premium Look and Design","","","","Macmerise FCB Celebration Sublime Case for Moto G3","Macmerise","",           "","Multi","","{u'Product Height (cm)': u'14.1', u'Warranty Description': u'-', u'Weight': u'100', u'Case Or Cover': u'Back Case', u'In the Box': u'Main Unit', u'Color Family': u'Multi', u'Warranty Summary': u'1 Year Manufacturer Warranty', u'Product Width (cm)': u'7.5', u'Product Depth (cm)': u'1'}","","","","","","","","","","","","","","","","",           "","","","","","","","","",""
